id	Spalte	text	Keyword	property	Themenwert
137	ti	L’observateur sentimental ou correspondance anecdotique, politique, pittoresque et satyrique entre Mohamed Saady et quelques-uns de ses amis, ayant sur-tout pour objet les événements et les mœurs de nos jours, recueillie et publiée par S.......u, ex-professeur d’une ci-devant Ecole Royale Militaire, et des Ecoles centrales	correspondance	isabout	correspondance littéraire
145	ti	Le chevalier Robert ou histoire de Robert, surnommé le brave, dernier ouvrage posthume de Louis-Elisabeth Delavergne, comte de Tressan, chevalier de l’Ordre royal et militaire de St.-Louis, commandeur de l’Ordre de St.-Lazare, lieutenant-général des armées du roi, commandant du comté de Bitche et Lorraine allemande, l’un des quarante de l’Académie française, associé libre de celle des sciences de Paris, de la Société royale de Londres, des Académies de Berlin, d’Edimbourg, de Nancy, de Montpellier, de Rouen, etc.	militaire	isabout	militaire
152	ti	Histoire du temps ou les mœurs écossaises, traduite de l’anglais sur la seconde édition	mœurs	isabout	mœurs 
00.19	ti	Les femmes démasquées ou le vrai remède d’amour, par M***, l’ami du vrai	amour	isabout	amour
00.22	ti	Honorina ou les malheurs de l’hymen, par Mme de M***	malheurs	isabout	malheur
00.24	ti	Melcour et Sophie ou l’époux malheureux	malheur	isabout	malheur
00.24	ti	Melcour et Sophie ou l’époux malheureux	cour	isabout	cour
00.3	ti	Les affreux effets de l’amour, de la jalousie et de la vengeance, roman historique traduit de l’anglais et de l’espagnol par J. P**	amour	isabout	amour
00.38	ti	Les amours de Leucippe et de Clitophon, nouvellement traduit du grec d’Achilles Tatius	amour	isabout	amour
00.39	ti	Le comte d’A**** ou les aventures d’une jeune voyageur sorti de la cour de France en 1789, ouvrage publié d’après le manuscrit original	voyage	isabout	voyage
00.39	ti	Le comte d’A**** ou les aventures d’une jeune voyageur sorti de la cour de France en 1789, ouvrage publié d’après le manuscrit original	cour	isabout	cour
00.42	ti	Alvaro et Ximenès ou les coups de l’amour et de la fortune	amour	isabout	amour
00.46	ti	Anna ou l’héritière galloise, traduction de l’anglais de mistress Bennett, auteur de Rosa ou la fille mendiante par P.F. Henry, traducteur du Château mystérieux et de plusieurs autres ouvrages	mystérieux	isabout	mystère
00.47	ti	Isabelle ou la récompense d’un bon naturel, ouvrage sentimental destiné à l’éducation & à l’amusement du beau sexe, par l’auteur de l’Homme bienfaisant & de l’Histoire d’Anne Neville, traduit de l’anglais par M.D.L.V.	sentimental	isabout	sentiment
00.47	ti	Isabelle ou la récompense d’un bon naturel, ouvrage sentimental destiné à l’éducation & à l’amusement du beau sexe, par l’auteur de l’Homme bienfaisant & de l’Histoire d’Anne Neville, traduit de l’anglais par M.D.L.V.	éducation	isabout	éducation
00.47	ti	Isabelle ou la récompense d’un bon naturel, ouvrage sentimental destiné à l’éducation & à l’amusement du beau sexe, par l’auteur de l’Homme bienfaisant & de l’Histoire d’Anne Neville, traduit de l’anglais par M.D.L.V.	nature	isabout	nature
00.49	ti	Les enfans de la nature, par P. B**	nature	isabout	nature
00.57	ti	Les amours et avantures de sir Nigaudinet et de Codindine, histoire récente et véritable, par le C. F.-A. Ciled	amour	isabout	amour
00.63	ti	Souvenirs de mylady Cartemane ou les mœurs du tems passé, par Antoine Diannyère, associé de l’Institut national, etc.	mœurs	isabout	mœurs 
00.7	ti	Augusta ou tableau comparatif des mœurs françaises et des mœurs anglaises, avec des notes très-instructives, par un émigré	mœurs	isabout	mœurs 
00.70	ti	Agathina ou la grossesse mystérieuse, nouvelle napolitaine traduite de l’anglais de Fox par J.B.J. Breton, sténographe	mystérieuse	isabout	mystère
00.71	ti	Santa Maria ou la grossesse mystérieuse, traduit de l’anglais de Fox par madame Dufrénoy	mystérieuse	isabout	mystère
00.72	ti	Elisca ou les malheurs de la vertu	malheurs	isabout	malheur
00.72	ti	Elisca ou les malheurs de la vertu	vertu	isabout	vertu
00.74	ti	Le solitaire des Pyrénées ou mémoires pour servir à la vie d’Armand, marquis de Felcourt, par G.....L.......	cour	isabout	cour
00.81	ti	Synaïb et Zora ou l’héritière de Bablyone, par madame G.... V...., auteur d’Adolphe ou la famille heureuse	famille	isabout	famille
00.87	ti	Les voyages de Rolando et de ses compagnons de fortune autour du monde, ouvrage propre à donner aux jeunes gens une idée de la géographie et de l’histoire naturelle de chaque région, par L.F. Jauffret	voyages	isabout	voyage
00.87	ti	Les voyages de Rolando et de ses compagnons de fortune autour du monde, ouvrage propre à donner aux jeunes gens une idée de la géographie et de l’histoire naturelle de chaque région, par L.F. Jauffret	nature	isabout	nature
00.94	ti	Melcourt et Célia ou les vicissitudes de l’amour et de la fortune	amour	isabout	amour
00.94	ti	Melcourt et Célia ou les vicissitudes de l’amour et de la fortune	cour	isabout	cour
00.95	ti	Les arts et l’amitié ou petit voyage sentimental du jeune de Lusignan, publié par Joseph de La Serrie de la Vendée	sentimental	isabout	sentiment
00.95	ti	Les arts et l’amitié ou petit voyage sentimental du jeune de Lusignan, publié par Joseph de La Serrie de la Vendée	voyage	isabout	voyage
00.97	ti	Bonheur et vertu ou il était temps, par P.L. Lebas, auteur d’Antoine ou le crime et le remords, etc.	vertu	isabout	vertu
00.97	ti	Bonheur et vertu ou il était temps, par P.L. Lebas, auteur d’Antoine ou le crime et le remords, etc.	crime 	isabout	crime
51.21	ti	Les plaisirs secrets d’Angélique ou ses voyages au bout du monde	voyages	isabout	voyage
51.22	ti	Mémoires pour servir à l’histoire des mœurs du XVIII. siècle	mœurs	isabout	mœurs 
51.3	ti	Les heureux événements ou les généreux aventuriers, histoire nouvelle et galante	galant	isabout	galanterie
51.36	ti	Le petit-maitre philosophe ou voyages et aventures de Genu Soalhat, chevalier de Mainvilliers, dans les principales cours de l’Europe	voyages	isabout	voyage
51.36	ti	Le petit-maitre philosophe ou voyages et aventures de Genu Soalhat, chevalier de Mainvilliers, dans les principales cours de l’Europe	cour	isabout	cour
51.38	ti	Voyage d’Alcimédon ou naufrage qui conduit au port, histoire plus vraie que vraisemblable, mais qui peut encourager la recherche des terres inconnues.	cour	isabout	cour
51.38	ti	Voyage d’Alcimédon ou naufrage qui conduit au port, histoire plus vraie que vraisemblable, mais qui peut encourager la recherche des terres inconnues.	naufrage	isabout	naufrage
51.41	ti	Histoire des passions ou aventures du chevalier Shroop, ouvrage traduit de l’anglois	passion	isabout	passion
51.6	ti	Première relation du voyage fait dans la lune par monsieur ***	voyage	isabout	voyage
52.10	ti	Lettres galantes d’Aristénète, traduites du grec	galant	isabout	galanterie
52.12	ti	Lettres d’amour du chevalier de ***	amour	isabout	amour
52.13	ti	Les ressources de l’amour	amour	isabout	amour
52.27	ti	Anecdotes de la cour de Bonhommie, par l’auteur des Mémoires de Versorand	cour	isabout	cour
52.3	ti	La double marotte ou l’antipathie couronnée par l’hymen, nouvelle des plus nouvelles	cour	isabout	cour
52.5	ti	Histoire et amours de la baronne Gogo	amour	isabout	amour
52.8	ti	Recueil d’histoires intéressantes, amusantes et galantes	galant	isabout	galanterie
53.17	ti	Le voyage de Mantes	voyage	isabout	voyage
53.31	ti	L’éducation du marquis de *** ou mémoires de la comtesse de Zurlac, par Mme de P**	éducation	isabout	éducation
53.32	ti	Histoire et avantures de Sir Williams Pickle, ouvrage traduit de l’anglois par l’auteur des mœurs	mœurs	isabout	mœurs 
54.1	ti	L’amour-propre sacrifié au plaisir de la vengeance	amour	isabout	amour
54.12	ti	Les erreurs de l’amour-propre ou mémoires de mylord D***, imités de l’anglois par M. de La Place	amour	isabout	amour
54.16	ti	Carmentière ou les engagemens rompus par l’amour	amour	isabout	amour
54.28	ti	L’illustre païsan ou mémoires et avantures de Daniel Moginié, natif du village de Chezales au canton de Berne, bailliage de Moudon, mort à Agra le 22 de mai 1748, âgé de 39 ans; Om-rah de la I re classe. Commandant de la seconde garde mogole, grand portier du palais de l’empereur, et Gouverneur de Paln-geâb, où se trouvent plusieurs particularités, anecdotes des dernières révolutions de la Perse et de I’Indostan et du règne de Thamas-Kouli-Kan, écrit ct adressé par lui même à son frère François, son légataire.	village	isabout	village
54.5	ti	La vengeance naturelle	nature	isabout	nature
55.23	ti	La baguette mystérieuse ou Abizai	mystérieuse	isabout	mystère
55.26	ti	Les erreurs de l’amour et de la vanité, mémoires de b marquise de Bercaville	amour	isabout	amour
55.3.	ti	Le faux ravisseur ou caravanes galantes du chevalier d’Abbeville, par Mr. L. Le M....	galant	isabout	galanterie
55.34	ti	Le triomphe de l’amour ou le serpent caché sous les fleurs	amour	isabout	amour
55.5	ti	L’infortuné Provençal ou mémoires du chevalier de Bélicourt, écrits par lui-même	cour	isabout	cour
55.6	ti	Lettres amoureures (sic) de la dame Lescombat et du sieur Mongeot ou l’histoire de leurs criminels (sic) amours	amour	isabout	amour
55.6	ti	Lettres amoureures (sic) de la dame Lescombat et du sieur Mongeot ou l’histoire de leurs criminels (sic) amours	criminel	isabout	crime
56.13	ti	Les cinq cents matinées et une demie, contes syriens traduits en françois avec des notes historiques, géographiques, critiques, morales, &c.	morale	isabout	morale
56.17	ti	L’esclavage rompu ou la société des francs-péteurs	esclavage	isabout	esclavage
56.18	ti	Histoire de Laïs, courtisane grecque, avec des anecdotes sur quelques philosophes de son tems	cour	isabout	cour
56.2	ti	Le frère questeur, histoire galante écrite par lui-même	galant	isabout	galanterie
56.25	ti	L’empire des passions ou mémoires de Mr. de Gersan, par Mr. Perin (sic)	passion	isabout	passion
56.29	ti	Anecdotes de la cour d’Alphonse, onzième du nom, roi de Castille, par madame de V***	cour	isabout	cour
56.4	ti	Le moine galant ou la vie de dom F..., bernardin, écrite par lui-même	galant	isabout	galanterie
56.7	ti	La poissardiana ou les amours de Royal Vilain et de Mamzelle Javotte la Déhanchée. Dédié à monseigneur Mardi-Gras. Par M. de Fortengueule	amour	isabout	amour
57.14	ti	Le danger des passions ou anecdotes syriennes et égyptiennes, traduction nouvelle par l’auteur de l’Ecole de l’amitié	passion	isabout	passion
57.8	ti	Les amours pastorales de Daphnis et de Chloé, par Longus. Double traduction du grec en françois de M. Amiot et d’un anonime, mises en parallèle	amour	isabout	amour
57.9	ti	Lettres galantes et morales du marquis de *** au comte de ***	galant	isabout	galanterie
57.9	ti	Lettres galantes et morales du marquis de *** au comte de ***	morale	isabout	morale
58.14	ti	Le faux heureux détrompé ou l’impie fortuné devenu malheureux, par un chanoine régulier de Saint-Augustin	malheur	isabout	malheur
58.3	ti	Les frivolités galantes	galant	isabout	galanterie
58.9	ti	L’univers perdu et reconquis par l’amour, suivi d’Iphis et Amarante ou l’amour vengé	amour	isabout	amour
59.11	ti	Les après-soupées de la campagne ou recueil d’histoires courtes, amusantes et intéressantes	cour	isabout	cour
59.14	ti	Le rituel des esprits-forts ou le voyage d’outre-monde en forme de dialogues	voyage	isabout	voyage
59.17	ti	Lettres curieuses, instructives & amusantes ou correspondance historique, galante, critique, morale, philosophique, littéraire &c. entre une dame de Paris et une dame de province, contenant un grand nombre d’histoires, anecdotes & aventures aussi vraies que curieuses et intéressantes,...	galant	isabout	galanterie
59.17	ti	Lettres curieuses, instructives & amusantes ou correspondance historique, galante, critique, morale, philosophique, littéraire &c. entre une dame de Paris et une dame de province, contenant un grand nombre d’histoires, anecdotes & aventures aussi vraies que curieuses et intéressantes,...	morale	isabout	morale
59.17	ti	Lettres curieuses, instructives & amusantes ou correspondance historique, galante, critique, morale, philosophique, littéraire &c. entre une dame de Paris et une dame de province, contenant un grand nombre d’histoires, anecdotes & aventures aussi vraies que curieuses et intéressantes,...	correspondance	isabout	correspondance littéraire
59.24	ti	Bigarrures philosophiques	philosophiques	isabout	philosophie
59.3	ti	Lectures amusantes ou les mœurs du siècle rassemblées dans plusieurs histoires ou contes en prose, pris de dif- férens auteurs modernes & de divers recueils ou journaux	mœurs	isabout	mœurs 
59.4	ti	Mémoires d’un militaire depuis l’année 1735 jusqu’au quartier d’hyver de 1758, par Mr. de R*****	militaire	isabout	militaire
59.8	ti	Mes principes ou la vertu raisonnée, par madame B***	vertu	isabout	vertu
59.9	ti	L’isle taciturne et l’isle enjouée ou voyage du génie Alaciel dans les deux isles	voyage	isabout	voyage
60.10	ti	Les amours de Carite et de Polydore, roman traduit du grec	amour	isabout	amour
60.12	ti	Les doux et paisibles délassemens de l’amour	amour	isabout	amour
60.18	ti	Anecdotes galantes ou le moraliste à la mode, par M. J. Ha***	galant	isabout	galanterie
60.25	ti	Testament histori-morali-politique de monsieur R***, écrit & publié par lui-même	politique	isabout	politique
60.28	ti	Le monde moral ou mémoires pour servir à l’histoire du cœur humain par M ..., ancien résident de France dans plusieurs cours étrangères	cour	isabout	cour
60.30	ti	Anecdotes morales sur la fatuité, suivies de recherches & de réflexions critiques sur les petits-maîtres anciens et modernes	morale	isabout	morale
60.34	ti	Relation de la maladie, de la confession, de la mort et de l’apparition du Jésuite Bertier, avec la relation du voyage de Frère Garassise & ce qui s’ensuit, en attendant ce qui s’ensuivra	voyage	isabout	voyage
60.4	ti	Nouvelles amoureuses ou le beau sexe abusé	amour	isabout	amour
60.6	ti	Le rhume à la mode, histoire nouvelle des trois commères ou le voyage de Dieppe par M. J***	voyage	isabout	voyage
60.7	ti	Tant pis pour elles, tant pis pour eux et tant mieux pour eux, tant mieux pour elles, ou le voyage impromptu, bagatelle nouvelle	voyage	isabout	voyage
60.8	ti	La Laïs philosophe ou mémoires de madame D*** et ses discours à Mr. de Voltaire sur son impiété, sa mauvaise conduite & sa folie	cour	isabout	cour
61.19	ti	Les amours de Mirtil	amour	isabout	amour
61.25	ti	Le voyageur philosophe dans un pais inconnu aux habitants de la terre, par Mr de Listonai	voyage	isabout	voyage
62.14	ti	Floricourt, histoire française	cour	isabout	cour
62.2	ti	La force du tempérament ou aventures galantes du comte de Monrevel	galant	isabout	galanterie
62.34	ti	Mémoires pour servir à l’histoire de la vertu, extraits du journal (sic) d’une jeune dame	vertu	isabout	vertu
62.38	ti	Rousseau, fils naturel de Jean-Jacques Rousseau, par M. Vincent, avocat	nature	isabout	nature
62.5	ti	Lettres galantes de deux dames de notre tems	galant	isabout	galanterie
63.18	ti	L’élève de la nature	nature	isabout	nature
63.2	ti	Confidences à une amie ou aventures galantes d’un militaire écrites par lui-même	galant	isabout	galanterie
63.2	ti	Confidences à une amie ou aventures galantes d’un militaire écrites par lui-même	militaire	isabout	militaire
63.20	ti	Histoire des amours de Chéréas et de Callirrhoë, traduite du grec, avec des remarques	amour	isabout	amour
63.22	ti	Histoire de la vie de H. Maubert, soi-disant chevalier de Gouvest, gazettier à Bruxelles et auteur de plusieurs libelles politiques, mise en lumière pour l’utilité publique	politique	isabout	politique
63.39	ti	La voix de la nature ou les aventures de madame la marquise de *** par mad. de R.R., auteur de la Paysanne philosophe	nature	isabout	nature
63.41	ti	L’amour éprouvé par la mort ou lettres modernes de deux amans de vieille roche	amour	isabout	amour
63.8	ti	Lettres trouvées dans les papiers d’un père de famille	famille	isabout	famille
64.15	ti	L’homme ou le tableau de la vie, histoire des passions, des vertus et des événemens de tous les âges, trouvés dans les papiers de feu M. l’abbé P***	passion	isabout	passion
64.15	ti	L’homme ou le tableau de la vie, histoire des passions, des vertus et des événemens de tous les âges, trouvés dans les papiers de feu M. l’abbé P***	vertu	isabout	vertu
64.2	ti	L’amant auteur et malheureux	malheur	isabout	malheur
64.21	ti	L’humanité récompensée par l’amour, ouvrage traduit de l’espagnol	amour	isabout	amour
64.27	ti	L’espion chinois ou l’envoyé secret de la cour de Pékin pour examiner l’état présent de l’Europe, traduit du chinois	cour	isabout	cour
64.3	ti	L’amour précepteur ou le triomphe de l’infortune	amour	isabout	amour
64.33	ti	Fables et dissertations sur la nature de la fable traduites de l’allemand de M. Gotthold Ephraim Lessing par M. d’Antelmy	nature	isabout	nature
64.40	ti	Lettres de Cécile à Julie ou les combats de la nature	nature	isabout	nature
64.44	ti	L’écolier en vacance ou voyage de La Haye à Bruxelles avec l’histoire de mademoiselle Van Gur et plusieurs autres anecdotes curieuses	voyage	isabout	voyage
64.7	ti	La constance couronnée ou les époux unis par l’amour, histoire nouvelle	amour	isabout	amour
64.7	ti	La constance couronnée ou les époux unis par l’amour, histoire nouvelle	cour	isabout	cour
64.8	ti	Diogène conteur ou les lunettes de vérité suivies de la Bibliotéque (sic) naturelle & d’un recueil de contes & de poésies	nature	isabout	nature
65.12	ti	Zurac à Zegry ou XIV lettres d’un Indien à un Maure, précédées de quelques pensées détachées sur différens sujets, morale, politique, littérature…	politique	isabout	politique
65.12	ti	Zurac à Zegry ou XIV lettres d’un Indien à un Maure, précédées de quelques pensées détachées sur différens sujets, morale, politique, littérature…	morale	isabout	morale
65.14	ti	Zélaskim, histoire américaine, ou les avantures de la marquise de P***, avec un discours pour la défense des romans par M.B***	cour	isabout	cour
65.15	ti	Histoire amoureuse de Pierre Le Long et de sa très honnorée dame Blanche Bazu, écritte par iceluy	amour	isabout	amour
65.17	ti	Contes philosophiques et moraux par M. de La Dixmerie	philosophiques	isabout	philosophie
65.21	ti	Imirce ou la fille de la nature	nature	isabout	nature
65.22	ti	La philosophe par amour ou lettres de deux amans passionnés et vertueux	amour	isabout	amour
65.22	ti	La philosophe par amour ou lettres de deux amans passionnés et vertueux	passion	isabout	passion
65.22	ti	La philosophe par amour ou lettres de deux amans passionnés et vertueux	vertu	isabout	vertu
65.24	ti	Les aventures de M. Loville, entremêlées de plusieurs intrigues galantes & véritables arrivées parmi des personnes du beau-monde, traduites sur la seconde édition angloise, par M. ***	galant	isabout	galanterie
65.26	ti	Rose ou les effets de la haine, de l’amour et de l’amitié	amour	isabout	amour
65.31	ti	Les aventures d’un jeune-homme pour servir de supplément à l’histoire de l’amour	amour	isabout	amour
65.37	ti	Callisthène ou le modèle de l’amour et de l’amitié, ouvrage mêlé de caractères & de moralités qui apprennent à connoitre le coeur humain & à se conduire dans la vie	amour	isabout	amour
65.39	ti	Lucette ou les progrès du libertinage, par M. N***	libertin	isabout	libertinage
65.42	ti	Clairval philosophe ou la force des passions, mémoires d’une femme retirée du monde	passion	isabout	passion
65.43	ti	Les amours de Laïs, histoire grecque, par M. de S***	amour	isabout	amour
65.7	ti	Féraddin et Rozéide, conte moral, politique et militaire	politique	isabout	politique
65.7	ti	Féraddin et Rozéide, conte moral, politique et militaire	militaire	isabout	militaire
65.9	ti	Les indiscrétions galantes, amusantes et intéressantes	galant	isabout	galanterie
66.1	ti	Les amours de Paliris et Dirphé	amour	isabout	amour
66.10	ti	Célianne ou les amans séduits par leurs vertus, par l’auteur i’Elisabeth	vertu	isabout	vertu
66.14	ti	Le miroir fidèle ou entretiens d’Ariste et de Philindor. Cet ouvrage renferme des réflexions politiques et morales avec un plan abrégé d’éducation opposé aux principes du citoyen de Genève. Par M. le chevalier de C*** de La B***	politique	isabout	politique
66.14	ti	Le miroir fidèle ou entretiens d’Ariste et de Philindor. Cet ouvrage renferme des réflexions politiques et morales avec un plan abrégé d’éducation opposé aux principes du citoyen de Genève. Par M. le chevalier de C*** de La B***	éducation	isabout	éducation
66.14	ti	Le miroir fidèle ou entretiens d’Ariste et de Philindor. Cet ouvrage renferme des réflexions politiques et morales avec un plan abrégé d’éducation opposé aux principes du citoyen de Genève. Par M. le chevalier de C*** de La B***	morale	isabout	morale
66.19	ti	Aventures philosophiques	philosophiques	isabout	philosophie
66.24	ti	Candidamentor ou le voyageur grec, histoire traduite du grec, contenant des événemens singuliers et intéressans	voyage	isabout	voyage
66.30	ti	L’heureuse famille, conte moral	famille	isabout	famille
66.40	ti	Les passions des différents âges ou tableau des folies du siècle par M. N***	passion	isabout	passion
66.41	ti	Les contes des génies ou les charmantes leçons d’Horam fils d’Asmar, ouvrage traduit du persan en anglois, par sir Charles Morell, ci-devant ambassadeur des établissements anglois dans l’Inde, à la cour du grand Mogol, et en françois sur la traduction angloise	cour	isabout	cour
66.44	ti	Mémoires du Nord ou histoire d’une famille d’Ecosse, traduite de l’anglois	famille	isabout	famille
66.5	ti	Lettres galantes et historiques d’un chevalier de Malte	galant	isabout	galanterie
66.6	ti	Mémoires de madame la marquise de Pompadour où l’on découvre les motifs des guerres & des traités de paix, les ambassades, les négociations dans les différentes cours de l’Europe, les menées & les intrigues sécrétés, le caractère des généraux, celui des ministres d’Etat, la cause de leur élévation & le sujet de leur disgrâce, & généralement tout ce qui s’est passé de plus remarquable à la cour de France pendant les vingt dernières années du régne de Louis XV, écrits par elle-même	cour	isabout	cour
66.6bis	ti	Minutes perdues ou histoire amoureuse et galante du marquis de ***	galant	isabout	galanterie
66.6bis	ti	Minutes perdues ou histoire amoureuse et galante du marquis de ***	amour	isabout	amour
67.14	ti	Bathilde ou l’héroïsme de l’amour, anecdote historique par M. d’Arnaud	amour	isabout	amour
67.15	ti	Clary ou le retour à la vertu récompensé, histoire anglaise par M. d’Arnaud	vertu	isabout	vertu
67.18	ti	Nancy ou les malheurs de l’imprudence et de la jalousie, histoire imitée de l’anglais, par M. d’Arnaud	malheurs	isabout	malheur
67.23	ti	Nouveaux contes moraux ou historiettes galantes et morales par M. C***	galant	isabout	galanterie
67.23	ti	Nouveaux contes moraux ou historiettes galantes et morales par M. C***	morale	isabout	morale
67.40	ti	Les amours de Cherale, poème en six chants, suivi du Bon génie	amour	isabout	amour
67.41	ti	La sympathie, histoire morale, par M. Mercier	morale	isabout	morale
67.43	ti	La famille vertueuse, lettres traduites de l’anglais, par monsieur de La Bretonne	famille	isabout	famille
67.43	ti	La famille vertueuse, lettres traduites de l’anglais, par monsieur de La Bretonne	vertu	isabout	vertu
67.45	ti	Nicole de Beauvais ou l’amour vaincu par la reconnoissance, par madame Robert	amour	isabout	amour
67.49	ti	Mémoires pour servir à l’histoire de la vertu, extraits du journal d’une jeune dame	vertu	isabout	vertu
67.5	ti	Les écarts de la jeunesse, histoire morale	morale	isabout	morale
67.51	ti	Mémoires de mademoiselle de Valcourt	cour	isabout	cour
68.11	ti	Voyages et aventures du chevalier de ***, contenant les voyages de l’auteur dans les isles Antilles françoises du vent de l’Amérique septentrionale, y compris les Isles Caraïbes de Saint-Vincent, Sainte-Lucie & la Dominique & dans celle de Saint-Thomas, appartenante aux Danois ...	voyages	isabout	voyage
68.15	ti	Histoires morales, suivies d’une correspondance épistolaire entre deux dames, par mademoiselle ***	morale	isabout	morale
68.15	ti	Histoires morales, suivies d’une correspondance épistolaire entre deux dames, par mademoiselle ***	correspondance	isabout	correspondance littéraire
68.2	ti	Azoïla, histoire qui n’est point morale	morale	isabout	morale
68.22	ti	Métamorphoses de l’amour, par monsieur C*** D***	amour	isabout	amour
68.25	ti	Les effets des passions ou mémoires de monsieur de Floricourt	passion	isabout	passion
68.25	ti	Les effets des passions ou mémoires de monsieur de Floricourt	cour	isabout	cour
68.26	ti	Julien l’Apostat ou voyage dans l’autre monde, traduit de Fielding par le sieur Kauffmann, interprète juré au Châtelet de Paris pour les langues allemande, angloise & italienne	voyage	isabout	voyage
68.35	ti	Les désordres de l’amour ou les étourderies du chevalier Des Brières, mémoires secrets contenant des anecdotes historiques sur les glorieuses campagnes de Louis XIV & de Louis XV, par l’auteur des Mémoires de Cécile	amour	isabout	amour
68.36	ti	Histoire de Sophie de Francourt, par Monsieur ***	cour	isabout	cour
68.42	ti	Songes philosophiques, par M. Mercier	philosophiques	isabout	philosophie
68.45	ti	Légende dorée ou histoires morales	morale	isabout	morale
68.48	ti	Histoire de madame de Bellerive ou principes sur l’amour et sur l’amitié, par M. le chevalier D*****	amour	isabout	amour
68.49	ti	Essai sur les mœurs du tems	mœurs	isabout	mœurs 
68.50	ti	Lucile ou les progrès de la vertu, par un mousquetaire	vertu	isabout	vertu
68.57	ti	Histoire d’Agathon ou tableau philosophique des mœurs de la Grèce, imité de l’allemand de M. Wieland	mœurs	isabout	mœurs 
